SimplifiedName,TraditionalName,PinyinName,EnglishName_1,EnglishName_2,EnglishName_3,EnglishInterpretation,sort_id
水轮痰湿证,水輪痰濕證,[shui lun tan shi zheng],phlegm-dampness syndrome/pattern of water orbiculus,,,,23
水轮痰火证,水輪痰火證,[shui lun tan huo zheng],phlegm-fire syndrome/ pattern of water orbiculus,,,,23
水轮实热证,水輪實熱證,[shui lun shi re zheng],excess heat syndrome/ pattern of water orbiculus,,,,23
水轮气虚证,水輪氣虛證,[shui lun qi xu zheng],qi deficiency syndrome/ pattern of water orbiculus,,,,23
水轮气虚血瘀 证,水輪氣虛血瘀 證,[shui lun qi xu xue yu zheng],qi deficiency and blood stasis syndrome/pattern of water orbiculus,,,,23
水轮络痹精亏 证,水輪絡痹精虧 證,[shui lun luo bi jing kui zheng],syndrome/pattern of collateral obstruction and essence deficiency of water orbiculus,,,,23
水寒射肺证,水寒射肺證,[shui han she fei zheng],syndrome/pattern of water-cold attacking lung,,,,23
暑伤肺络证,暑傷肺絡證,[shu shang fei luo zheng],syndrome/pattern of summerheat damaging lung collateral,,,,23
湿热阻滞精室 证,濕熱阻滯精室 證,[shi re zu zhi jing shi zheng],syndrome/pattern of dampness-heat obstructing semen chamber,,,,23
湿热蒸齿证,濕熱蒸齒證,[shi re zheng chi zheng],syndrome/pattern of dampness-heat steaming teeth,,,,23
湿热蕴脾证,濕熱蘊脾證,[shi re yun pi zheng],syndrome/pattern of dampness-heat accumulation in spleen,,,,23
肾阴虚证,腎陰虛證,[shen yin xu zheng],kidney-yin deficiency syndrome/pattern,,,,23
肾阴虚火旺证,腎陰虛火旺證,[shen yin xu huo wdng zheng],syndrome/pattern of kidney yin deficiency and effulgent fire,,,,23
肾阳虚证,腎陽虛證,[shen yang xu zheng],kidney-yang deficiency syndrome/pattern,,,,23
肾虚水泛证,腎虛水泛證,[shen xu shui JFan zheng],syndrome/pattern of kidney deficiency and water diffusion,,,,23
肾气虚证,腎氣虛證,[shen qi xu zheng],kidney qi deficiency syndrome/pattern,,,,23
肾气不固证,腎氣不固證,[shen qi bu gu zheng],kidney qi insecurity syndrome/pattern,,,,23
肾膀胱病辨证,腎膀胱病辨證,[shen pang guang bing bian zheng],kidney-bladder diseases syndrome differentiation/ pattern identification,,,,23
肾精不足证,腎精不足證,[shen jing bu zu zheng],kidney essence insufficiency syndrome/pattern,,,,23
肾经寒湿证,腎經寒濕證,[shen jing han shi zheng],syndrome/pattern of colddampness in kidney meridian/channel,,,,23
肉轮血瘀证,肉輪血瘀證,[rou lun xue yu zheng],blood stasis syndrome/ pattern of flesh orbiculus,,,,23
肉轮血虚证,肉輪血虛證,[rou lun xue xu zheng],blood deficiency syndrome/ pattern of flesh orbiculus,,,,23
肉轮湿热证,肉輪濕熱證,[rou lun shi re zheng],dampness-heat syndrome/ pattern of flesh orbiculus,,,,23
肉轮气虚证,肉輪氣虛證,[rou lun qi xu zheng],qi deficiency syndrome/ pattern of flesh orbiculus,,,,23
肉轮风热证,肉輪風熱證,[rou lun feng re zheng],wind-heat syndrome/pattern of flesh orbiculus,,,,23
热入气分,熱入氣分,[re ru qi fen],syndrome/pattern of heat invading qi aspect,,,,23
热扰心神证,熱擾心神證,[re rao xin shen zheng],syndrome/pattern of heat harassing heart spirit,,,,23
热极动风证,熱極動風證,[re ji dong feng zheng],syndrome/pattern of extreme heat generating wind,,,,23
热毒闭肺证,熱毒閉肺證,[re du bi fei zheng],syndrome/pattern of heat toxin blocking lung,,,,23
清阳不升证,清陽不升證,[qing yang bu sheng zheng],syndrome/pattern of clear yang failing to ascend,,,,23
气轮阴虚证,氣輪陰虛證,[qi lun yin xu zheng],yin deficiency syndrome/ pattern of qi orbiculus,,,,23
气轮血瘀证,氣輪血瘀證,[qi lun xue yu zheng],blood stasis syndrome/ pattern of qi orbiculus,,,,23
气轮湿热证,氣輪濕熱證,[qi lun shi re zheng],dampness-heat syndrome/ pattern of qi orbiculus,,,,23
气轮风热证,氣輪風熱證,[qi lun feng re zheng],wind-heat syndrome/pattern of qi orbiculus,,,,23
气闭神厥证,氣閉神厥證,[qi bi shen jue zheng],syndrome/pattern of qi block and syncope,,,,23
脾阳虚证,脾陽虛證,[pi yang xu zheng],spleen yang deficiency syndrome/pattern,,,,23
脾虚水泛证,脾虛水泛證,[pi xu shui fan zheng],syndrome/pattern of spleen insufficiency and water diffusion,,,,23
脾虚气陷证,脾虛氣陷證,[pi xu qi xian zheng],syndrome/pattern of spleen deficiency and sinking of qi,,,,23
脾虚动风证,脾虛動風證,[pi xu dong feng zheng],syndrome/pattern of spleen deficiency and stirring wind,,,,23
脾胃阴虚证,脾胃陰虛證,[pi wei yin xu zheng],syndrome/pattern of spleen-stomach yin deficiency,,,,23
脾胃阳虚证,脾胃陽虛證,[pi wei yang xu zheng],spleen-stomach yang deficiency syndrome/pattern,,,,23
脾胃不和证,脾胃不和證,[pi wei bu he zheng],spleen-stomach disharmony syndrome/pattern,,,,23
脾肾阳虚证,脾腎陽虛證,[pi shen yang xu zheng],spleen-kidney yang deficiency syndrome/pattern,,,,23
脾气虚证,脾氣虛證,[pi qi xu zheng],spleen qi deficiency syndrome/pattern,,,,23
脾气不固证,脾氣不固證,[pi qi bu gu zheng],spleen qi insecurity syndrome/pattern,,,,23
脾肺气虚证,脾肺氣虛證,[pi fei qi xu zheng],spleen-lung qi deficiency syndrome/pattern,,,,23
脾不统血证,脾不統血證,[pi bu tong xue zheng],syndrome/pattern of spleen failing to control blood,,,,23
脾病辨证,脾病辨證,[pi bing bidn zheng],spleen diseases syndrome differentiation/pattern identification,,,,23
膀胱虚寒证,膀胱虛寒證,[pang guang xu han zheng],bladder deficiency-cold syndrome/pattern,,,,23
膀胱湿热证,膀胱濕熱證,[pang guang shi re zheng],bladder dampness-heat syndrome/pattern,,,,23
内风证,內風證,[nei feng zheng],internal wind syndrome/ pattern,,,,23
类中风,類中風,[lei zhong feng],apoplectoid stroke,,,,23
寒滞胃肠证,寒滯胃腸證,[han zhi wei chang zheng],syndrome/pattern of cold stagnation in stomach and intestines,,,,23
寒痰阻肺证,寒痰阻肺證,[han tan zu fei zheng],syndrome/pattern of cold-phlegm obstructing lung,,,,23
寒湿困脾证,寒濕困脾證,[han shi kun pi zheng],syndrome/pattern of colddampness disturbing spleen,,,,23
寒凝胞宫证,寒凝胞宮證,\han ning bdo gong zheng],syndrome/pattern of cold congealing in uterus,,,,23
肝郁脾虚证,肝鬱脾虛證,[gan yu pi xu zheng],syndrome/pattern of liver depression and spleen deficiency,,,,23
肝郁化火证,肝鬱化火證,[gdn yu hud huo zheng],syndrome/pattern of liver depression transforming into fire,,,,23
肝阴虚证,肝陰虛證,[gdn yin xu zheng],liver yin deficiency syndrome/pattern,,,,23
肝阳虚证,肝陽虛證,[gdn yang xu zheng],liver yang deficiency syndrome/pattern,,,,23
肝阳上亢证,肝陽上亢證,[gdn yang shang kang zheng],syndrome/pattern of ascendant hyperactivity of liver yang,,,,23
肝阳化风证,肝陽化風證,[gdn yang hud feng zheng],syndrome/pattern of liver yang transforming into wind,,,,23
肝血虚证,肝血虛證,[gdn xue xu zheng],liver blood deficiency syndrome/pattern,,,,23
肝胃不和证,肝胃不和證,[gan wei bu he zheng],liver-stomach disharmony syndrome/pattern,,,,23
肝肾阴虚证,肝腎陰虛證,[gan shen yin xu zheng],liver-kidney yin deficiency syndrome/pattern,,,,23
肝火上炎证,肝火上炎證,[gdn huo shdng yan zheng],syndrome/pattern of up-flaming liver fire,,,,23
肝火炽盛证,肝火熾盛證,[gdn huo chi sheng zheng],syndrome/pattern of blazing liver fire,,,,23
肝风内动证,肝風內動證,[gdn feng nei dong zheng],syndrome/pattern of internal stirring of liver wind,,,,23
肝胆病辨证,肝膽病辨證,[gdn dan bing bian zheng],liver-gallbladder diseases syndrome differentiation/ pattern identification,,,,23
风证,風證,[feng zheng],wind syndrome/pattern,,,,23
风水相搏证,風水相搏證,[feng shui xiang bo zheng],wind-water combat syndrome/pattern,,,,23
风热犯肺证,風熱犯肺證,[feng re f^an fei zheng],syndrome/pattern of wind-heat invading lung,,,,23
风轮阴虚证,風輪陰虛證,[feng lun yin xu zheng],yin deficiency syndrome/ pattern of wind orbiculus,,,,23
风轮湿热证,風輪濕熱證,[feng lun shi re zheng],dampness-heat syndrome/ pattern of wind orbiculus,,,,23
风轮热毒证,風輪熱毒證,[feng lun re du zheng],heat-toxin syndrome/pattern of wind orbiculus,,,,23
风轮风热证,風輪風熱證,[feng lun feng re zheng],wind-heat syndrome/pattern of wind orbiculus,,,,23
风寒犯肺证,風寒犯肺證,[feng han fan fei zheng],syndrome/pattern of wind-cold invading lung,,,,23
肺燥肠闭证,肺燥腸閉證,[fei zao chang bi zheng],syndrome/pattern of lung dryness and constipation,,,,23
肺阴虚证,肺陰虛證,[fei yin xu zheng],lung yin deficiency syndrome/pattern,,,,23
肺阳虚证,肺陽虛證,[fei yang xu zheng],lung yang deficiency syndrome/pattern,,,,23
肺肾阴虚证,肺腎陰虛證,[fei shen yin xu zheng],lung-kidney yin deficiency syndrome/pattern,,,,23
肺肾气虚证,肺腎氣虛證,[fei shen qi xu zheng],lung-kidney qi deficiency syndrome/pattern,,,,23
肺热炽盛证,肺熱熾盛證,[fei re chi sheng zheng],lung heat exuberance syndrome/pattern,,,,23
肺气虚证,肺氣虛證,[fei qi xu zheng],lung-qi deficiency syndrome/pattern,,,,23
肺风痰喘,肺風痰喘,[fei feng tan chuan],lung wind with phlegmatic dyspnea,,,,23
肺病辨证,肺病辨證,[fei bing bian zheng],lung diseases syndrome differentiation/pattern identification,,,,23
虫积肠道证,蟲積腸道證,[chong ji chang dao zheng],intestinal worm accumulation syndrome/ pattern,,,,23
冲任失调证,沖任失調證,[chong ren shi tiao zheng],syndrome/pattern of disharmony of thoroughfare and conception vessels,,,,23
冲任不固证,沖任不固證,[chong ren bu gu zheng],syndrome/pattern of insecurity of thoroughfare and conception vessels,,,,23
肠燥津亏证,腸燥津虧證,[chang zao jin kui zheng],syndrome/pattern of intestinal dryness and fluid consumption,,,,23
肠热腑实证,腸熱腑實證,[chang re fu shi zheng],syndrome/pattern of intestinal heat and fu-organ excess,,,,23
肠道湿热证,腸道濕熱證,[chang dao shi re zheng],intestinal dampness-heat syndrome/pattern,,,,23
胞宫虚寒证,胞宮虛寒證,[bao gong xu han zheng],syndrome/pattern of deficiency-cold of uterus,,,,23
胞宫湿热证,胞宮濕熱證,[bdo gong shi re zheng],uterus dampness-heat syndrome/pattern,,,,23
胞宫积热证,胞宮積熱證,[bdo gong ji re zheng],syndrome/pattern of accumulated heat in uterus,,,,23
六经辨证,六經辨證,[liù jīnɡ biàn zhènɡ],six-channel pattern differentiation/identification,,,,24
六经病,六經病,[liù jīnɡ bìnɡ],six-channel diseases,,,,24
太阳病证,太陽病證,[tài yánɡ bìnɡ zhènɡ],taiyang syndrome,,,,24
阳明病证,陽明病證,[yánɡ mínɡ bìnɡ zhènɡ],yangming syndrome,,,,24
少阳病证,少陽病證,[shào yánɡ bìnɡ zhènɡ],shaoyang syndrome,,,,24
太阴病证,太陰病證,[tài yīn bìnɡ zhènɡ],taiyin syndrome,,,,24
少阴病证,少陰病證,[shào yīn bìnɡ zhènɡ],shaoyin syndrome,,,,24
厥阴病证,厥陰病證,[jué yīn bìnɡ zhènɡ],jueyin syndrome,,,,24
太阳经证,太陽經證,[tài yánɡ jīnɡ zhènɡ],taiyang channel syndrome,,,,24
太阳表实证,太陽表實證,[tài yánɡ biǎo shí zhènɡ],taiyang exterior excess syndrome,,,,24
太阳伤寒证,太陽傷寒證,[tài yánɡ shānɡ hán zhènɡ],taiyang cold damage syndrome,,,,24
太阳表虚证,太陽表虛證,[tài yānɡ biǎo xū zhènɡ],taiyang exterior deficiency syndrome,,,,24
太阳中风证,太陽中風證,[tài yánɡ zhònɡ fēnɡ zhènɡ],taiyang wind-invasion syndrome,,,,24
太阳腑证,太陽腑證,[tài yánɡ fǔ zhènɡ],taiyang bowel syndrome,,,,24
太阳蓄水证,太陽蓄水證,[tài yánɡ xù shuǐ zhènɡ],taiyang water amassment syndrome,,,,24
伤寒蓄水证,傷寒蓄水證,[shānɡ hán xù shuǐ zhènɡ],cold damage and water amassment,,,,24
蓄水证,蓄水證,[xù shuǐ zhènɡ],water amassment syndrome,,,,24
水逆,水逆,[shuǐ nì],water counterflow,,,,24
太阳蓄血证,太陽蓄血證,[tài yánɡ xù xuè zhènɡ],taiyang blood amassment syndrome,,,,24
蓄血证,蓄血證,[xù xuè zhènɡ],blood amassment syndrome,,,,24
大结胸证,大結胸證,[dà jié xiōnɡ zhènɡ],major chest bind syndrome,,,,24
小结胸证,小結胸證,[xiǎo jié xiōnɡ zhènɡ],minor chest bind syndrome,,,,24
坏病,壞病,[huài bìnɡ],aggravated disease,,,,24
变证,變證,[biàn zhènɡ],transmuted pattern,,,,24
阳明经证,陽明經證,[yánɡ mínɡ jīnɡ zhènɡ],yangming channel syndrome,,,,24
阳明中风,陽明中風,[yánɡ mínɡ zhònɡ fēnɡ],yangming wind invasion,,,,24
阳明中寒,陽明中寒,[yánɡ mínɡ zhònɡ hán],yangming cold strike,,,,24
